CpG_id	intercept	f	pval	qval	CpG_id	geneSymbol	posDesc	chr	start	end	CpG_id	beta(AD)	beta(Normal)	Delta beta
cg06051391	0.0	0.0	0.00330116171010651	0.0	cg06051391	RAP2C	TSS200	X	131352293	131352416		0.0	0.0	0.0	
cg20113724	0.0	0.0	0.00331261174005592	0.0	cg20113724	ZCCHC12	TSS200	X	117957771	117957894		0.0	0.0	0.0	
cg15248636	0.0	0.0	0.00330923726431805	0.0	cg15248636	FAM155B	TSS1500	X	68723732	68723855		0.0	0.0	0.0	
cg09309899	0.0	0.0	0.00332177442368824	0.0	cg09309899	IDS	TSS200	X	148586967	148587090		0.0	0.0	0.0	
cg19939909	0.0	0.0	0.00332316153652864	0.0	cg19939909	TFE3	TSS200	X	53024726	53024849		0.0	0.0	0.0	
cg23698956	0.0	0.0	0.00332655305643901	0.0	cg23698956	FAM3A	TSS1500	X	153744915	153745038		0.0	0.0	0.0	
cg18102950	0.0	0.0	0.00334227455317055	0.0	cg18102950	THOC2	TSS200	X	122866938	122867061		0.0	0.0	0.0	
cg17008556	0.0	0.0	0.00336037155040791	0.0	cg17008556	TFE3	TSS200	X	48901167	48901290		0.0	0.0	0.0	
cg13033283	0.0	0.0	0.00336338341033833	0.0	cg13033283	DKC1	TSS200	X	153990915	153991038		0.0	0.0	0.0	
cg07211915	0.0	0.0	0.00336826715234177	0.0	cg07211915	MAP3K15	TSS200	X	19533544	19533667		0.0	0.0	0.0	
cg26119746	0.0	0.0	0.00336925007126948	0.0	cg26119746	ACSL4	TSS1500	X	108976838	108976961		0.0	0.0	0.0	
cg18636716	0.0	0.0	0.00337706746830336	0.0	cg18636716	WDR13	TSS200	X	48455835	48455958		0.0	0.0	0.0	
cg19039368	0.0	0.0	0.0033785560123572	0.0	cg19039368	MAP3K7IP3	TSS200	X	128812506	128812629		0.0	0.0	0.0	
cg09285672	0.0	0.0	0.00337912049790015	0.0	cg09285672	GPKOW	TSS200	X	48980142	48980265		0.0	0.0	0.0	
cg22918218	0.0	0.0	0.00338290543775414	0.0	cg22918218	WDR44	TSS200	X	117479997	117480120		0.0	0.0	0.0	
cg17396400	0.0	0.0	0.00338544191960541	0.0	cg17396400	ACOT9	TSS200	X	23761459	23761582		0.0	0.0	0.0	
cg15259400	0.0	0.0	0.00339265799202102	0.0	cg15259400	RBM41	TSS200	X	106362067	106362190		0.0	0.0	0.0	
cg15041487	0.0	0.0	0.00339410355101461	0.0	cg15041487	WDR45	TSS200	X	48958242	48958365		0.0	0.0	0.0	
cg25165659	0.0	0.0	0.00339412475698124	0.0	cg25165659	UBE2A	TSS1500	X	118708113	118708236		0.0	0.0	0.0	
cg13190238	0.0	0.0	0.00342968410404947	0.0	cg13190238	PRDX4	TSS1500	X	23685407	23685530		0.0	0.0	0.0	
cg10575236	0.0	0.0	0.00340577236459645	0.0	cg10575236	REPS2	TSS200	X	16964741	16964864		0.0	0.0	0.0	
cg02161125	0.0	0.0	0.00341002226382609	0.0	cg02161125	CASK	TSS1500	X	41782692	41782815		0.0	0.0	0.0	
cg26815962	0.0	0.0	0.00341237435457107	0.0	cg26815962	TIMM17B	TSS1500	X	48755797	48755920		0.0	0.0	0.0	
cg07799491	0.0	0.0	0.00342918106575646	0.0	cg07799491	MTMR1	TSS1500	X	149861526	149861649		0.0	0.0	0.0	
cg02882301	0.0	0.0	0.00343144656290514	0.0	cg02882301	PPP1R3F	TSS200	X	49126157	49126280		0.0	0.0	0.0	
cg08588626	0.0	0.0	0.00343265724579185	0.0	cg08588626	NHS	TSS1500	X	17393327	17393450		0.0	0.0	0.0	
cg07954607	0.0	0.0	0.00343735114116139	0.0	cg07954607	TCEAL2	TSS200	X	101380464	101380587		0.0	0.0	0.0	
cg03691313	0.0	0.0	0.00343895155716651	0.0	cg03691313	FLNA	TSS200	X	153603062	153603185		0.0	0.0	0.0	
cg11648471	0.0	0.0	0.00343970368403899	0.0	cg11648471	MOSPD2	TSS1500	X	14891001	14891124		0.0	0.0	0.0	
cg13203541	0.0	0.0	0.00344023186488291	0.0	cg13203541	PGK1	TSS1500	X	77359450	77359573		0.0	0.0	0.0	
cg25166062	0.0	0.0	0.00344068386520146	0.0	cg25166062	WDR45	TSS1500	X	48958423	48958546		0.0	0.0	0.0	
cg04747879	0.0	0.0	0.00344883118519049	0.0	cg04747879	SNX12	TSS200	X	70288391	70288514		0.0	0.0	0.0	
cg12171481	0.0	0.0	0.00344933120930913	0.0	cg12171481	MAP3K7IP3	TSS200	X	30907692	30907815		0.0	0.0	0.0	
cg10291990	0.0	0.0	0.00345580020666064	0.0	cg10291990	NR0B1	TSS200	X	30327615	30327738		0.0	0.0	0.0	
cg03147775	0.0	0.0	0.00346090585975162	0.0	cg03147775	MSL3	TSS1500	X	11775722	11775845		0.0	0.0	0.0	
cg11184697	0.0	0.0	0.00347134413287617	0.0	cg11184697	PQBP1	TSS1500	X	48755102	48755225		0.0	0.0	0.0	
cg23299576	0.0	0.0	0.00346496114779135	0.0	cg23299576	TMEM185A	TSS200	X	148713663	148713786		0.0	0.0	0.0	
cg21473514	0.0	0.0	0.00346560751719621	0.0	cg21473514	CXorf39	TSS200	X	103411291	103411414		0.0	0.0	0.0	
cg27615590	0.0	0.0	0.00347059076976354	0.0	cg27615590	OGT	TSS200	X	70752883	70753006		0.0	0.0	0.0	
cg23832225	0.0	0.0	0.0034718323076174	0.0	cg23832225	MAGT1	TSS200	X	77151104	77151227		0.0	0.0	0.0	
cg18096738	0.0	0.0	0.00347374919540034	0.0	cg18096738	MECP2	TSS1500	X	153363765	153363888		0.0	0.0	0.0	
cg10347326	0.0	0.0	0.00347533791694215	0.0	cg10347326	ATP6AP2	TSS200	X	133684177	133684300		0.0	0.0	0.0	
cg11778030	0.0	0.0	0.00348269176184005	0.0	cg11778030	TMEM187	TSS200	X	153237805	153237928		0.0	0.0	0.0	
cg08202860	0.0	0.0	0.00348929085460616	0.0	cg08202860	FAM155B	TSS200	X	68725052	68725175		0.0	0.0	0.0	
cg00473354	0.0	0.0	0.00349057817764183	0.0	cg00473354	FTSJ1	TSS200	X	48334413	48334536		0.0	0.0	0.0	
cg00139317	0.0	0.0	0.00349600819492103	0.0	cg00139317	PCYT1B	TSS200	X	24665544	24665667		0.0	0.0	0.0	
cg20919227	0.0	0.0	0.00349955202115024	0.0	cg20919227	GLA	TSS1500	X	100663591	100663714		0.0	0.0	0.0	
cg11858468	0.0	0.0	0.00350161519636615	0.0	cg11858468	CCDC160	TSS200	X	133371052	133371175		0.0	0.0	0.0	
cg04734394	0.0	0.0	0.00350180759413583	0.0	cg04734394	MAGEB6	TSS200	X	48911060	48911183		0.0	0.0	0.0	
cg26342575	0.0	0.0	0.00351271053729642	0.0	cg26342575	WDR45	TSS200	X	48937688	48937811		0.0	0.0	0.0	
cg02288667	0.0	0.0	0.00351581873825177	0.0	cg02288667	CXorf15	TSS1500	X	135991582	135991705		0.0	0.0	0.0	
cg21727314	0.0	0.0	0.00352559480759517	0.0	cg21727314	PQBP1	TSS1500	X	48755064	48755187		0.0	0.0	0.0	
cg11038686	0.0	0.0	0.00352118960983782	0.0	cg11038686	UPRT	TSS200	X	48595534	48595657		0.0	0.0	0.0	
cg22690188	0.0	0.0	0.00352276538686257	0.0	cg22690188	MIR374A	TSS200	X	64627670	64627793		0.0	0.0	0.0	
cg02523105	0.0	0.0	0.00352858650817821	0.0	cg02523105	NCRNA00087	TSS200	X	134232832	134232955		0.0	0.0	0.0	
cg03683899	0.0	0.0	0.00353602647757518	0.0	cg03683899	ZFY	TSS1500	Y	2803070	2803193		0.0	0.0	0.0	
cg11851349	0.0	0.0	0.00353591860456114	0.0	cg11851349	FLNA	TSS200	X	153603154	153603277		0.0	0.0	0.0	
cg05427163	0.0	0.0	0.00353792632401521	0.0	cg05427163	TBC1D25	TSS200	X	48397938	48398061		0.0	0.0	0.0	
cg12030973	0.0	0.0	0.00354772252017927	0.0	cg12030973	ARMCX6	TSS200	X	100872993	100873116		0.0	0.0	0.0	
cg19428430	0.0	0.0	0.00354898237597243	0.0	cg19428430	LOC100272228	TSS200	X	149106607	149106730		0.0	0.0	0.0	
cg07867687	0.0	0.0	0.0035677905137397	0.0	cg07867687	FTSJ1	TSS200	X	48334539	48334662		0.0	0.0	0.0	
cg20662859	0.0	0.0	0.00355932600985987	0.0	cg20662859	HMGB3	TSS200	X	150151609	150151732		0.0	0.0	0.0	
cg04787237	0.0	0.0	0.00356253188403677	0.0	cg04787237	IDH3G	TSS1500	X	153060546	153060669		0.0	0.0	0.0	
cg14113300	0.0	0.0	0.00356366573545964	0.0	cg14113300	ESX1	TSS200	X	103499794	103499917		0.0	0.0	0.0	
cg26368752	0.0	0.0	0.00356931366887478	0.0	cg26368752	GK	TSS200	X	30671338	30671461		0.0	0.0	0.0	
cg00115511	0.0	0.0	0.00357566772981548	0.0	cg00115511	LOC401588	TSS200	X	46404799	46404922		0.0	0.0	0.0	
cg00604086	0.0	0.0	0.00358648078024711	0.0	cg00604086	YIPF6	TSS1500	X	67718648	67718771		0.0	0.0	0.0	
cg14091713	0.0	0.0	0.0035909477851977	0.0	cg14091713	RP2	TSS1500	X	46696093	46696216		0.0	0.0	0.0	
cg11186637	0.0	0.0	0.00360070500073231	0.0	cg11186637	RPL39	TSS200	X	118925725	118925848		0.0	0.0	0.0	
cg03317455	0.0	0.0	0.00360117172847559	0.0	cg03317455	MAOA	TSS1500	X	43514740	43514863		0.0	0.0	0.0	
cg00622384	0.0	0.0	0.00360331909468857	0.0	cg00622384	RPL39	TSS200	X	118925635	118925758		0.0	0.0	0.0	
cg01366378	0.0	0.0	0.00360348405613323	0.0	cg01366378	ZNF280C	TSS200	X	100353183	100353306		0.0	0.0	0.0	
cg17800714	0.0	0.0	0.00360488187283195	0.0	cg17800714	ATP6AP1	TSS1500	X	153656771	153656894		0.0	0.0	0.0	
cg16529483	0.0	0.0	0.00360842076393111	0.0	cg16529483	SRPK3	TSS200	X	153046451	153046574		0.0	0.0	0.0	
cg15746461	0.0	0.0	0.00360872111609457	0.0	cg15746461	TTTY15	TSS200	Y	14774193	14774316		0.0	0.0	0.0	
cg25427172	0.0	0.0	0.0036144443484759	0.0	cg25427172	TTTY20	TSS200	Y	23566730	23566853		0.0	0.0	0.0	
cg19928247	0.0	0.0	0.00361654362720527	0.0	cg19928247	TCEAL1	TSS200	X	102883794	102883917		0.0	0.0	0.0	
cg17548613	0.0	0.0	0.00361665551366508	0.0	cg17548613	CASK	TSS200	X	41782322	41782445		0.0	0.0	0.0	
cg02775175	0.0	0.0	0.00362181458293301	0.0	cg02775175	EFNB1	TSS1500	X	68048001	68048124		0.0	0.0	0.0	
cg04702045	0.0	0.0	0.0036263232298709	0.0	cg04702045	OPHN1	TSS1500	X	67653598	67653721		0.0	0.0	0.0	
cg16235803	0.0	0.0	0.00362676069559698	0.0	cg16235803	WNK3	TSS1500	X	54384719	54384842		0.0	0.0	0.0	
cg17477997	0.0	0.0	0.0036287967524899	0.0	cg17477997	PIGA	TSS200	X	15353781	15353904		0.0	0.0	0.0	
cg04821091	0.0	0.0	0.00362975462957588	0.0	cg04821091	SLC25A14	TSS200	X	129473898	129474021		0.0	0.0	0.0	
cg02129889	0.0	0.0	0.00362984063550079	0.0	cg02129889	RPL39	TSS200	X	118925789	118925912		0.0	0.0	0.0	
cg05530472	0.0	0.0	0.00363040245590174	0.0	cg05530472	AMELY	TSS1500	Y	6742689	6742812		0.0	0.0	0.0	
cg13009425	0.0	0.0	0.00363472009296669	0.0	cg13009425	TAF7L	TSS200	X	18693165	18693288		0.0	0.0	0.0	
cg05890011	0.0	0.0	0.00363821890372491	0.0	cg05890011	TTTY15	TSS200	Y	14774195	14774318		0.0	0.0	0.0	
cg15255859	0.0	0.0	0.00363885184947596	0.0	cg15255859	FANCB	TSS1500	X	14891601	14891724		0.0	0.0	0.0	
cg13726724	0.0	0.0	0.00364568905822439	0.0	cg13726724	CTAG2	TSS1500	X	47483268	47483391		0.0	0.0	0.0	
cg15144825	0.0	0.0	0.00365537760085935	0.0	cg15144825	FAM127B	TSS200	X	134186281	134186404		0.0	0.0	0.0	
cg00072288	0.0	0.0	0.00365699777364583	0.0	cg00072288	NAA10	TSS200	X	153200492	153200615		0.0	0.0	0.0	
cg02156782	0.0	0.0	0.00366120977399952	0.0	cg02156782	PPP1R3F	TSS1500	X	49126099	49126222		0.0	0.0	0.0	
cg09773839	0.0	0.0	0.00366551440621987	0.0	cg09773839	LOC100272228	TSS1500	X	149106454	149106577		0.0	0.0	0.0	
cg01477427	0.0	0.0	0.00367323406043786	0.0	cg01477427	HSD17B10	TSS200	X	53461421	53461544		0.0	0.0	0.0	
cg24721916	0.0	0.0	0.00368931561438183	0.0	cg24721916	SLC25A14	TSS1500	X	129473599	129473722		0.0	0.0	0.0	
cg12064531	0.0	0.0	0.00370068877760225	0.0	cg12064531	USP51	TSS1500	X	55515952	55516075		0.0	0.0	0.0	
cg05566296	0.0	0.0	0.00371090618462963	0.0	cg05566296	GPR101	TSS1500	X	136114047	136114170		0.0	0.0	0.0	
cg08980509	0.0	0.0	0.0037131864124487	0.0	cg08980509	AFF2	TSS200	X	147582041	147582164		0.0	0.0	0.0	
cg05444994	0.0	0.0	0.00371575760446882	0.0	cg05444994	CNKSR2	TSS1500	X	21392324	21392447		0.0	0.0	0.0	
cg17466318	0.0	0.0	0.00371935311736917	0.0	cg17466318	CDK16	TSS1500	X	47383224	47383347		0.0	0.0	0.0	
cg12403148	0.0	0.0	0.00371791639754237	0.0	cg12403148	TMLHE	TSS200	X	154842718	154842841		0.0	0.0	0.0	
cg07874334	0.0	0.0	0.00372274365194133	0.0	cg07874334	XIAP	TSS200	X	122993913	122994036		0.0	0.0	0.0	
cg15686826	0.0	0.0	0.00372325477626807	0.0	cg15686826	XKRX	TSS200	X	100183936	100184059		0.0	0.0	0.0	
cg23277098	0.0	0.0	0.00372515668680348	0.0	cg23277098	LAS1L	TSS200	X	64754804	64754927		0.0	0.0	0.0	
cg24351198	0.0	0.0	0.00373822209586196	0.0	cg24351198	WDR13	TSS200	X	48455856	48455979		0.0	0.0	0.0	
cg03280420	0.0	0.0	0.00374336930898645	0.0	cg03280420	SLC16A2	TSS1500	X	73640648	73640771		0.0	0.0	0.0	
cg25130333	0.0	0.0	0.0037442035953906	0.0	cg25130333	CD99L2	TSS1500	X	150067942	150068065		0.0	0.0	0.0	
cg17920241	0.0	0.0	0.00375401877725979	0.0	cg17920241	IDS	TSS200	X	148586978	148587101		0.0	0.0	0.0	
cg17345373	0.0	0.0	0.00375321955111366	0.0	cg17345373	LAS1L	TSS200	X	64754885	64755008		0.0	0.0	0.0	
cg13072112	0.0	0.0	0.00375449589212137	0.0	cg13072112	SOX3	TSS1500	X	139588600	139588723		0.0	0.0	0.0	
cg23119380	0.0	0.0	0.00375786869453679	0.0	cg23119380	FAM123B	TSS200	X	63425713	63425836		0.0	0.0	0.0	
cg22170936	0.0	0.0	0.00376569589702622	0.0	cg22170936	TSPYL2	TSS200	X	53111391	53111514		0.0	0.0	0.0	
cg18780401	0.0	0.0	0.00376215130041218	0.0	cg18780401	OTUD5	TSS1500	X	48815125	48815248		0.0	0.0	0.0	
cg15418221	0.0	0.0	0.00376693362885096	0.0	cg15418221	PGK1	TSS200	X	77359544	77359667		0.0	0.0	0.0	
cg27474516	0.0	0.0	0.00376824928224701	0.0	cg27474516	APLN	TSS200	X	128789105	128789228		0.0	0.0	0.0	
cg02074316	0.0	0.0	0.00377300949515551	0.0	cg02074316	DNAJA4	TSS1500	15	94147555	94147678		0.0	0.0	0.0	
cg15816181	0.0	0.0	0.00377725343018276	0.0	cg15816181	POU3F4	TSS200	X	82763261	82763384		0.0	0.0	0.0	
cg23834765	0.0	0.0	0.00378051775107569	0.0	cg23834765	MAGED2	TSS200	X	48595920	48596043		0.0	0.0	0.0	
cg15027606	0.0	0.0	0.00378194790886621	0.0	cg15027606	GPR173	TSS1500	X	53077819	53077942		0.0	0.0	0.0	
cg17720011	0.0	0.0	0.00378429342141789	0.0	cg17720011	MOSPD1	TSS200	X	134049345	134049468		0.0	0.0	0.0	
cg10500026	0.0	0.0	0.00378893380737318	0.0	cg10500026	MTMR1	TSS200	X	149861761	149861884		0.0	0.0	0.0	
cg22952406	0.0	0.0	0.00379249278110773	0.0	cg22952406	MTCP1	TSS1500	X	154300204	154300327		0.0	0.0	0.0	
cg12074916	0.0	0.0	0.00379903120265225	0.0	cg12074916	SPACA5	TSS200	X	47863588	47863711		0.0	0.0	0.0	
cg10318351	0.0	0.0	0.00380393945038758	0.0	cg10318351	GNL3L	TSS1500	X	54556330	54556453		0.0	0.0	0.0	
cg09724624	0.0	0.0	0.00381137372579237	0.0	cg09724624	TSC22D3	TSS200	X	107019195	107019318		0.0	0.0	0.0	
cg02375258	0.0	0.0	0.00381428403160913	0.0	cg02375258	ZNF175	TSS200	19	52074470	52074593		0.0	0.0	0.0	
cg09146364	0.0	0.0	0.00381361420006181	0.0	cg09146364	FAM155B	TSS1500	X	68724602	68724725		0.0	0.0	0.0	
cg03523199	0.0	0.0	0.00381455732736144	0.0	cg03523199	HPRT1	TSS1500	X	133593973	133594096		0.0	0.0	0.0	
cg08059778	0.0	0.0	0.00381895999712116	0.0	cg08059778	BCORL1	TSS200	X	129116536	129116659		0.0	0.0	0.0	
cg17831869	0.0	0.0	0.00382366742413888	0.0	cg17831869	SAT1	TSS200	X	23801244	23801367		0.0	0.0	0.0	
cg02973971	0.0	0.0	0.0038316129036415	0.0	cg02973971	LOC100272228	TSS1500	X	149106460	149106583		0.0	0.0	0.0	
cg23534593	0.0	0.0	0.00383593278763678	0.0	cg23534593	ZNF41	TSS200	X	47342469	47342592		0.0	0.0	0.0	
cg05204037	0.0	0.0	0.00383991261386483	0.0	cg05204037	APOOL	TSS200	X	84258754	84258877		0.0	0.0	0.0	
cg22275278	0.0	0.0	0.00384609292038725	0.0	cg22275278	EMD	TSS200	X	153607462	153607585		0.0	0.0	0.0	
cg23941728	0.0	0.0	0.00384849200994955	0.0	cg23941728	EMD	TSS1500	X	153607222	153607345		0.0	0.0	0.0	
cg04292836	0.0	0.0	0.00385431592548803	0.0	cg04292836	ACOT9	TSS200	X	23761484	23761607		0.0	0.0	0.0	
cg17223593	0.0	0.0	0.00386330331428996	0.0	cg17223593	GPC4	TSS200	X	132549297	132549420		0.0	0.0	0.0	
cg25179313	0.0	0.0	0.00386792125652967	0.0	cg25179313	ARMCX3	TSS200	X	100878309	100878432		0.0	0.0	0.0	
cg03894002	0.0	0.0	0.00388252099642238	0.0	cg03894002	DLG3	TSS200	X	69664599	69664722		0.0	0.0	0.0	
cg09965404	0.0	0.0	0.00390318485356589	0.0	cg09965404	ZNF674	TSS200	X	46404957	46405080		0.0	0.0	0.0	
cg08214610	0.0	0.0	0.00390235421066667	0.0	cg08214610	NKRF	TSS200	X	118739824	118739947		0.0	0.0	0.0	
cg25858008	0.0	0.0	0.00390915255066604	0.0	cg25858008	PHKA1	TSS200	X	71934184	71934307		0.0	0.0	0.0	
cg26620546	0.0	0.0	0.00393400182289125	0.0	cg26620546	ZCCHC12	TSS200	X	117957623	117957746		0.0	0.0	0.0	
cg18769303	0.0	0.0	0.00394449666125482	0.0	cg18769303	GABRQ	TSS1500	X	151806352	151806475		0.0	0.0	0.0	
cg07089242	0.0	0.0	0.0039360025414612	0.0	cg07089242	LOC100272228	TSS200	X	149106617	149106740		0.0	0.0	0.0	
cg16269097	0.0	0.0	0.00393761780656127	0.0	cg16269097	CASK	TSS1500	X	41783155	41783278		0.0	0.0	0.0	
cg04216286	0.0	0.0	0.0039431055660429	0.0	cg04216286	UTP14A	TSS1500	X	129039782	129039905		0.0	0.0	0.0	
cg15693668	0.0	0.0	0.00395314861461517	0.0	cg15693668	FAM123B	TSS200	X	63425720	63425843		0.0	0.0	0.0	
cg01756638	0.0	0.0	0.00395366167220311	0.0	cg01756638	VBP1	TSS1500	X	154444356	154444479		0.0	0.0	0.0	
cg25846190	0.0	0.0	0.00395599198958862	0.0	cg25846190	GRIPAP1	TSS200	X	48858796	48858919		0.0	0.0	0.0	
cg21537736	0.0	0.0	0.00396699941046496	0.0	cg21537736	CPXCR1	TSS1500	X	149534089	149534212		0.0	0.0	0.0	
cg20859738	0.0	0.0	0.0039678912612614	0.0	cg20859738	SLC25A14	TSS200	X	129473846	129473969		0.0	0.0	0.0	
cg26457272	0.0	0.0	0.0039761726203073	0.0	cg26457272	TBC1D25	TSS200	X	48398004	48398127		0.0	0.0	0.0	
cg15769969	0.0	0.0	0.00398343363265038	0.0	cg15769969	AIFM1	TSS200	X	129299941	129300064		0.0	0.0	0.0	
cg13121076	0.0	0.0	0.00399525276644514	0.0	cg13121076	MAP3K15	TSS200	X	19533550	19533673		0.0	0.0	0.0	
cg05837905	0.0	0.0	0.00399230291050655	0.0	cg05837905	MAP3K7IP3	TSS200	X	30907698	30907821		0.0	0.0	0.0	
cg11901680	0.0	0.0	0.00399365616467813	0.0	cg11901680	TFE3	TSS200	X	48901069	48901192		0.0	0.0	0.0	
cg17203703	0.0	0.0	0.00399580308487531	0.0	cg17203703	YIPF6	TSS200	X	67718716	67718839		0.0	0.0	0.0	
cg13232664	0.0	0.0	0.00399726403209	0.0	cg13232664	RAP2C	TSS1500	X	131352497	131352620		0.0	0.0	0.0	
cg21456313	0.0	0.0	0.00399918753979286	0.0	cg21456313	TSC22D3	TSS1500	X	107019610	107019733		0.0	0.0	0.0	
cg02496423	0.0	0.0	0.00400309286791901	0.0	cg02496423	SMS	TSS1500	X	21958619	21958742		0.0	0.0	0.0	
cg15757320	0.0	0.0	0.00401530696791825	0.0	cg15757320	NKRF	TSS1500	X	118740401	118740524		0.0	0.0	0.0	
cg14340500	0.0	0.0	0.00401653310140497	0.0	cg14340500	SLITRK4	TSS200	X	142723216	142723339		0.0	0.0	0.0	
cg14492024	0.0	0.0	0.00402246038412236	0.0	cg14492024	CYorf15A	TSS200	Y	21729049	21729172		0.0	0.0	0.0	
cg20653018	0.0	0.0	0.00402558029872601	0.0	cg20653018	FAM127A	TSS1500	X	134165954	134166077		0.0	0.0	0.0	
cg17560699	0.0	0.0	0.00403414442819943	0.0	cg17560699	UTY	TSS1500	Y	15593045	15593168		0.0	0.0	0.0	
cg08617833	0.0	0.0	0.00404700549102168	0.0	cg08617833	SMARCA1	TSS1500	X	128657697	128657820		0.0	0.0	0.0	
cg20015269	0.0	0.0	0.00405177288294889	0.0	cg20015269	CLCN5	TSS200	X	49687166	49687289		0.0	0.0	0.0	
cg17398485	0.0	0.0	0.00405427092608801	0.0	cg17398485	CXorf56	TSS200	X	118699448	118699571		0.0	0.0	0.0	
cg20289741	0.0	0.0	0.00405650181987182	0.0	cg20289741	ZDHHC9	TSS200	X	128977498	128977621		0.0	0.0	0.0	
cg16991511	0.0	0.0	0.00405922077328418	0.0	cg16991511	MST4	TSS1500	X	131156989	131157112		0.0	0.0	0.0	
cg15922956	0.0	0.0	0.00406165874549739	0.0	cg15922956	FUNDC2	TSS200	X	154254964	154255087		0.0	0.0	0.0	
cg21137943	0.0	0.0	0.00406625683329521	0.0	cg21137943	ZNF674	TSS1500	X	46405110	46405233		0.0	0.0	0.0	
cg14990368	0.0	0.0	0.00406347616438655	0.0	cg14990368	PHF6	TSS200	X	133507339	133507462		0.0	0.0	0.0	
cg09990556	0.0	0.0	0.00406963459693879	0.0	cg09990556	ZNF711	TSS200	X	84498989	84499112		0.0	0.0	0.0	
cg26801383	0.0	0.0	0.00407599160589854	0.0	cg26801383	LAMP2	TSS200	X	119603333	119603456		0.0	0.0	0.0	
cg07381502	0.0	0.0	0.00408134513661523	0.0	cg07381502	ATP6AP2	TSS200	X	40440191	40440314		0.0	0.0	0.0	
cg23543766	0.0	0.0	0.00408260400460536	0.0	cg23543766	FAM9C	TSS1500	X	129091396	129091519		0.0	0.0	0.0	
cg09018810	0.0	0.0	0.0040868719867894	0.0	cg09018810	IDS	TSS200	X	148586931	148587054		0.0	0.0	0.0	
cg15917786	0.0	0.0	0.0040893767705295	0.0	cg15917786	ARHGEF9	TSS200	X	62975151	62975274		0.0	0.0	0.0	
cg15043492	0.0	0.0	0.00410248461325497	0.0	cg15043492	DKC1	TSS1500	X	153990749	153990872		0.0	0.0	0.0	
cg06645047	0.0	0.0	0.00410394106972237	0.0	cg06645047	GRIPAP1	TSS1500	X	48858904	48859027		0.0	0.0	0.0	
cg16832275	0.0	0.0	0.00410534082759546	0.0	cg16832275	RRAGB	TSS200	X	55744084	55744207		0.0	0.0	0.0	
cg11320810	0.0	0.0	0.00412380450957116	0.0	cg11320810	IL13RA1	TSS1500	X	117861215	117861338		0.0	0.0	0.0	
cg26146690	0.0	0.0	0.00412587941623858	0.0	cg26146690	PLXNA3	TSS1500	X	153686222	153686345		0.0	0.0	0.0	
cg13645113	0.0	0.0	0.00413247010017628	0.0	cg13645113	FGF13	TSS200	X	138287281	138287404		0.0	0.0	0.0	
cg24547622	0.0	0.0	0.00413321303265443	0.0	cg24547622	ACOT9	TSS1500	X	23761653	23761776		0.0	0.0	0.0	
cg01943289	0.0	0.0	0.00413811095397719	0.0	cg01943289	RPS4Y2	TSS1500	Y	22917296	22917419		0.0	0.0	0.0	
cg04238548	0.0	0.0	0.0041463459021582	0.0	cg04238548	TBC1D8B	TSS200	X	106045825	106045948		0.0	0.0	0.0	
cg02337670	0.0	0.0	0.00414891446635206	0.0	cg02337670	OTUD5	TSS1500	X	48815787	48815910		0.0	0.0	0.0	
cg00029931	0.0	0.0	0.00415434199059086	0.0	cg00029931	RPL36A	TSS1500	X	100645741	100645864		0.0	0.0	0.0	
cg09056691	0.0	0.0	0.00416066368050294	0.0	cg09056691	MPP1	TSS200	X	154033836	154033959		0.0	0.0	0.0	
cg15706156	0.0	0.0	0.00416428295159119	0.0	cg15706156	GABRQ	TSS200	X	151806528	151806651		0.0	0.0	0.0	
cg15508612	0.0	0.0	0.00417111424755924	0.0	cg15508612	SPACA5	TSS200	X	47863707	47863830		0.0	0.0	0.0	
cg09084933	0.0	0.0	0.00417854670531585	0.0	cg09084933	SPIN2B	TSS200	X	57148116	57148239		0.0	0.0	0.0	
cg23993836	0.0	0.0	0.00418289139743824	0.0	cg23993836	TAZ	TSS200	X	153639789	153639912		0.0	0.0	0.0	
cg27424370	0.0	0.0	0.00418196990826605	0.0	cg27424370	ABCB7	TSS200	X	23350651	23350774		0.0	0.0	0.0	
cg19635884	0.0	0.0	0.00418413750810996	0.0	cg19635884	ACSL4	TSS1500	X	108976825	108976948		0.0	0.0	0.0	
cg07136872	0.0	0.0	0.00418491478445431	0.0	cg07136872	HUWE1	TSS200	X	124337817	124337940		0.0	0.0	0.0	
cg05279113	0.0	0.0	0.00418799595867033	0.0	cg05279113	ERCC6L	TSS1500	X	71459115	71459238		0.0	0.0	0.0	
cg02896496	0.0	0.0	0.00419255954363922	0.0	cg02896496	WNK3	TSS1500	X	54385394	54385517		0.0	0.0	0.0	
cg18031773	0.0	0.0	0.00419260125529742	0.0	cg18031773	ZNF81	TSS200	X	47696239	47696362		0.0	0.0	0.0	
cg09228985	0.0	0.0	0.00419709359925652	0.0	cg09228985	BCORL2	TSS1500	Y	21666078	21666201		0.0	0.0	0.0	
cg19162841	0.0	0.0	0.00420239641964765	0.0	cg19162841	DGKK	TSS1500	X	50214473	50214596		0.0	0.0	0.0	
cg17639056	0.0	0.0	0.00422522020165886	0.0	cg17639056	SLC9A7	TSS200	X	46618639	46618762		0.0	0.0	0.0	
cg21960840	0.0	0.0	0.00421023028244411	0.0	cg21960840	TMEM187	TSS1500	X	153236935	153237058		0.0	0.0	0.0	
